Absorbance:209,Unnamed: 1,Absorbance:209,Unnamed: 1,Absorbance:209,Unnamed: 1
250.838,0.44,250.838,0.39,250.838,0.41
251.053,0.49,251.053,0.41,251.053,0.44
251.267,0.48,251.267,0.42,251.267,0.44
251.482,0.53,251.482,0.45,251.482,0.45
251.697,0.55,251.697,0.47,251.697,0.48
251.91099999999997,0.57,251.91099999999997,0.47,251.91099999999997,0.51
252.12599999999998,0.61,252.12599999999998,0.51,252.12599999999998,0.56
252.34,0.66,252.34,0.52,252.34,0.59
252.555,0.69,252.555,0.55,252.555,0.64
252.769,0.71,252.769,0.57,252.769,0.67
252.984,0.73,252.984,0.6,252.984,0.7
253.19799999999998,0.74,253.19799999999998,0.6,253.19799999999998,0.71
253.41299999999998,0.75,253.41299999999998,0.62,253.41299999999998,0.74
253.627,0.77,253.627,0.64,253.627,0.76
253.842,0.79,253.842,0.66,253.842,0.78
254.05599999999998,0.81,254.05599999999998,0.67,254.05599999999998,0.8
254.271,0.84,254.271,0.69,254.271,0.82
254.485,0.86,254.485,0.7,254.485,0.84
254.7,0.87,254.7,0.72,254.7,0.86
254.91400000000002,0.88,254.91400000000002,0.72,254.91400000000002,0.86
255.12900000000002,0.89,255.12900000000002,0.73,255.12900000000002,0.88
255.343,0.9,255.343,0.74,255.343,0.89
255.55700000000002,0.9,255.55700000000002,0.75,255.55700000000002,0.89
255.77200000000002,0.9,255.77200000000002,0.75,255.77200000000002,0.9
255.986,0.9,255.986,0.76,255.986,0.91
256.20099999999996,0.91,256.20099999999996,0.77,256.20099999999996,0.92
256.415,0.92,256.415,0.77,256.415,0.92
256.629,0.92,256.629,0.78,256.629,0.93
256.844,0.93,256.844,0.78,256.844,0.93
257.058,0.94,257.058,0.79,257.058,0.95
257.272,0.94,257.272,0.79,257.272,0.95
257.486,0.94,257.486,0.8,257.486,0.96
257.70099999999996,0.95,257.70099999999996,0.8,257.70099999999996,0.97
257.915,0.95,257.915,0.81,257.915,0.98
258.129,0.96,258.129,0.81,258.129,0.98
258.344,0.96,258.344,0.82,258.344,0.98
258.558,0.97,258.558,0.83,258.558,0.99
258.772,0.97,258.772,0.83,258.772,1.0
258.986,0.98,258.986,0.84,258.986,1.0
259.2,0.98,259.2,0.85,259.2,1.0
259.415,0.99,259.415,0.85,259.415,1.1
259.629,0.99,259.629,0.86,259.629,1.1
259.843,1.0,259.843,0.87,259.843,1.02
260.057,1.0,260.057,0.87,260.057,1.01
260.27099999999996,1.0,260.27099999999996,0.87,260.27099999999996,1.02
260.485,1.01,260.485,0.88,260.485,1.02
260.7,1.01,260.7,0.88,260.7,1.02
260.914,1.01,260.914,0.88,260.914,1.03
261.128,1.01,261.128,0.89,261.128,1.04
261.342,1.02,261.342,0.89,261.342,1.04
261.556,1.01,261.556,0.89,261.556,1.04
261.77,1.02,261.77,0.89,261.77,1.04
261.98400000000004,1.02,261.98400000000004,0.89,261.98400000000004,1.04
262.198,1.02,262.198,0.9,262.198,1.04
262.41200000000003,1.02,262.41200000000003,0.9,262.41200000000003,1.04
262.626,1.03,262.626,0.91,262.626,1.04
262.84,1.03,262.84,0.91,262.84,1.04
263.05400000000003,1.03,263.05400000000003,0.92,263.05400000000003,1.04
263.268,1.03,263.268,0.92,263.268,1.04
263.482,1.3,263.482,0.92,263.482,1.4
263.69599999999997,1.4,263.69599999999997,0.93,263.69599999999997,1.4
263.91,1.4,263.91,0.93,263.91,1.4
264.124,1.04,264.124,0.93,264.124,1.04
264.33799999999997,1.03,264.33799999999997,0.93,264.33799999999997,1.03
264.552,1.03,264.552,0.93,264.552,1.03
264.76599999999996,1.03,264.76599999999996,0.94,264.76599999999996,1.04
264.98,1.3,264.98,0.94,264.98,1.4
265.194,1.03,265.194,0.94,265.194,1.04
265.408,1.03,265.408,0.95,265.408,1.04
265.622,1.03,265.622,0.95,265.622,1.04
265.835,1.03,265.835,0.95,265.835,1.04
266.04900000000004,1.03,266.04900000000004,0.96,266.04900000000004,1.03
266.263,1.02,266.263,0.96,266.263,1.03
266.47700000000003,1.02,266.47700000000003,0.96,266.47700000000003,1.03
266.691,1.02,266.691,0.96,266.691,1.02
266.905,1.01,266.905,0.96,266.905,1.02
267.118,1.01,267.118,0.97,267.118,1.02
267.332,1.01,267.332,0.97,267.332,1.02
267.546,1.01,267.546,0.97,267.546,1.02
267.76,1.01,267.76,0.98,267.76,1.01
267.973,1.01,267.973,0.98,267.973,1.01
268.187,1.01,268.187,0.98,268.187,1.01
268.401,1.0,268.401,0.98,268.401,1.01
268.615,1.0,268.615,0.98,268.615,1.0
268.828,0.99,268.828,0.98,268.828,1.0
269.04200000000003,0.99,269.04200000000003,0.98,269.04200000000003,1.0
269.256,0.99,269.256,0.98,269.256,0.99
269.469,0.98,269.469,0.99,269.469,0.98
269.683,0.98,269.683,0.99,269.683,0.98
269.897,0.98,269.897,0.99,269.897,0.98
270.11,0.97,270.11,0.98,270.11,0.97
