Absorbance:209,Unnamed: 1,Absorbance:209,Unnamed: 1,Absorbance:209,Unnamed: 1
228.672,0.22,228.672,-1.76,228.672,0.16
228.888,0.24,228.888,-1.76,228.888,0.2
229.104,0.28,229.104,-1.75,229.104,0.2
229.32,0.25,229.32,-1.78,229.32,0.21
229.535,0.2,229.535,-1.81,229.535,0.18
229.75099999999998,0.23,229.75099999999998,-1.84,229.75099999999998,0.17
229.967,0.21,229.967,-1.86,229.967,0.17
230.183,0.22,230.183,-1.85,230.183,0.21
230.398,0.19,230.398,-1.82,230.398,0.2
230.614,0.24,230.614,-1.82,230.614,0.22
230.83,0.21,230.83,-1.82,230.83,0.25
231.045,0.25,231.045,-1.81,231.045,0.24
231.261,0.26,231.261,-1.83,231.261,0.24
231.476,0.31,231.476,-1.86,231.476,0.28
231.692,0.28,231.692,-1.84,231.692,0.25
231.908,0.3,231.908,-1.87,231.908,0.24
232.123,0.27,232.123,-1.86,232.123,0.24
232.33900000000003,0.23,232.33900000000003,-1.87,232.33900000000003,0.19
232.554,0.22,232.554,-1.84,232.554,0.16
232.77,0.25,232.77,-1.84,232.77,0.19
232.986,0.28,232.986,-1.83,232.986,0.17
233.201,0.31,233.201,-1.85,233.201,0.16
233.417,0.28,233.417,-1.85,233.417,0.15
233.632,0.3,233.632,-1.86,233.632,0.19
233.84799999999998,0.3,233.84799999999998,-1.87,233.84799999999998,0.2
234.063,0.26,234.063,-1.87,234.063,0.22
234.27900000000002,0.21,234.27900000000002,-1.84,234.27900000000002,0.18
234.49400000000003,0.23,234.49400000000003,-1.84,234.49400000000003,0.23
234.71,0.22,234.71,-1.86,234.71,0.2
234.925,0.2,234.925,-1.85,234.925,0.2
235.14,0.23,235.14,-1.86,235.14,0.22
235.356,0.28,235.356,-1.9,235.356,0.28
235.571,0.26,235.571,-1.91,235.571,0.24
235.787,0.25,235.787,-1.89,235.787,0.23
236.002,0.27,236.002,-1.92,236.002,0.22
236.217,0.22,236.217,-1.9,236.217,0.19
236.433,0.23,236.433,-1.88,236.433,0.18
236.648,0.24,236.648,-1.86,236.648,0.18
236.864,0.26,236.864,-1.89,236.864,0.21
237.079,0.26,237.079,-1.9,237.079,0.2
237.294,0.29,237.294,-1.93,237.294,0.18
237.51,0.27,237.51,-1.95,237.51,0.19
237.725,0.29,237.725,-1.96,237.725,0.21
237.94,0.28,237.94,-1.95,237.94,0.2
238.155,0.29,238.155,-1.95,238.155,0.24
238.37099999999998,0.28,238.37099999999998,-1.93,238.37099999999998,0.25
238.58599999999998,0.29,238.58599999999998,-1.91,238.58599999999998,0.27
238.801,0.28,238.801,-1.91,238.801,0.27
239.016,0.28,239.016,-1.89,239.016,0.29
239.232,0.3,239.232,-1.89,239.232,0.25
239.447,0.27,239.447,-1.91,239.447,0.26
239.662,0.26,239.662,-1.91,239.662,0.24
239.877,0.28,239.877,-1.92,239.877,0.23
240.093,0.29,240.093,-1.93,240.093,0.22
240.308,0.28,240.308,-1.91,240.308,0.25
240.523,0.32,240.523,-1.91,240.523,0.23
240.738,0.33,240.738,-1.92,240.738,0.24
240.953,0.32,240.953,-1.93,240.953,0.27
241.168,0.3,241.168,-1.92,241.168,0.25
241.38299999999998,0.32,241.38299999999998,-1.92,241.38299999999998,0.25
241.59900000000002,0.32,241.59900000000002,-1.92,241.59900000000002,0.28
241.81400000000002,0.29,241.81400000000002,-1.9,241.81400000000002,0.27
242.02900000000002,0.3,242.02900000000002,-1.91,242.02900000000002,0.25
242.24400000000003,0.33,242.24400000000003,-1.94,242.24400000000003,0.28
242.459,0.31,242.459,-1.95,242.459,0.28
242.674,0.31,242.674,-1.95,242.674,0.29
242.889,0.33,242.889,-1.98,242.889,0.24
243.104,0.33,243.104,-1.94,243.104,0.25
243.31900000000002,0.28,243.31900000000002,-1.9,243.31900000000002,0.23
243.53400000000002,0.28,243.53400000000002,-1.91,243.53400000000002,0.21
243.74900000000002,0.25,243.74900000000002,-1.89,243.74900000000002,0.18
243.96400000000003,0.25,243.96400000000003,-1.88,243.96400000000003,0.21
244.179,0.23,244.179,-1.88,244.179,0.22
244.394,0.27,244.394,-1.89,244.394,0.24
244.609,0.31,244.609,-1.89,244.609,0.26
244.824,0.34,244.824,-1.89,244.824,0.33
245.03900000000002,0.32,245.03900000000002,-1.87,245.03900000000002,0.31
245.25400000000002,0.34,245.25400000000002,-1.87,245.25400000000002,0.32
245.46900000000002,0.34,245.46900000000002,-1.89,245.46900000000002,0.33
245.68400000000003,0.3,245.68400000000003,-1.88,245.68400000000003,0.3
245.899,0.32,245.899,-1.88,245.899,0.29
246.113,0.32,246.113,-1.89,246.113,0.33
246.328,0.34,246.328,-1.9,246.328,0.33
246.543,0.3,246.543,-1.88,246.543,0.32
246.75799999999998,0.3,246.75799999999998,-1.88,246.75799999999998,0.32
246.97299999999998,0.3,246.97299999999998,-1.89,246.97299999999998,0.31
247.188,0.33,247.188,-1.87,247.188,0.29
247.40200000000002,0.31,247.40200000000002,-1.88,247.40200000000002,0.29
247.61700000000002,0.37,247.61700000000002,-1.9,247.61700000000002,0.29
247.832,0.41,247.832,-1.91,247.832,0.3
248.047,0.37,248.047,-1.91,248.047,0.28
248.262,0.34,248.262,-1.94,248.262,0.28
248.476,0.31,248.476,-1.94,248.476,0.27
248.69099999999997,0.33,248.69099999999997,-1.94,248.69099999999997,0.26
248.90599999999998,0.31,248.90599999999998,-1.93,248.90599999999998,0.25
249.12099999999998,0.37,249.12099999999998,-1.93,249.12099999999998,0.27
249.335,0.41,249.335,-1.91,249.335,0.3
249.55,0.47,249.55,-1.9,249.55,0.3
249.765,0.44,249.765,-1.89,249.765,0.32
249.979,0.46,249.979,-1.86,249.979,0.34
250.19400000000002,0.44,250.19400000000002,-1.84,250.19400000000002,0.36
250.40900000000002,0.46,250.40900000000002,-1.81,250.40900000000002,0.38
250.623,0.5,250.623,-1.79,250.623,0.42
250.838,0.52,250.838,-1.75,250.838,0.49
251.053,0.58,251.053,-1.71,251.053,0.55
251.267,0.6,251.267,-1.65,251.267,0.56
251.482,0.65,251.482,-1.6,251.482,0.61
251.697,0.69,251.697,-1.53,251.697,0.69
251.91099999999997,0.76,251.91099999999997,-1.47,251.91099999999997,0.71
252.12599999999998,0.82,252.12599999999998,-1.41,252.12599999999998,0.8
252.34,0.93,252.34,-1.35,252.34,0.87
252.555,0.98,252.555,-1.3,252.555,0.92
252.769,1.05,252.769,-1.24,252.769,0.97
252.984,1.01,252.984,-1.18,252.984,1.04
253.19799999999998,1.11,253.19799999999998,-1.12,253.19799999999998,1.08
253.41299999999998,1.16,253.41299999999998,-1.07,253.41299999999998,1.16
253.627,1.23,253.627,-1.02,253.627,1.24
253.842,1.26,253.842,-0.97,253.842,1.31
254.05599999999998,1.29,254.05599999999998,-0.92,254.05599999999998,1.38
254.271,1.39,254.271,-0.88,254.271,1.44
254.485,1.42,254.485,-0.84,254.485,1.45
254.7,1.49,254.7,-0.8,254.7,1.48
254.91400000000002,1.51,254.91400000000002,-0.76,254.91400000000002,1.47
255.12900000000002,1.56,255.12900000000002,-0.72,255.12900000000002,1.49
255.343,1.58,255.343,-0.69,255.343,1.51
255.55700000000002,1.58,255.55700000000002,-0.66,255.55700000000002,1.51
255.77200000000002,1.58,255.77200000000002,-0.63,255.77200000000002,1.53
255.986,1.6,255.986,-0.6,255.986,1.54
256.20099999999996,1.63,256.20099999999996,-0.57,256.20099999999996,1.55
256.415,1.65,256.415,-0.55,256.415,1.56
256.629,1.67,256.629,-0.52,256.629,1.59
256.844,1.67,256.844,-0.5,256.844,1.61
257.058,1.72,257.058,-0.48,257.058,1.65
