Absorbance:209,
865.476,0
865.646,0.01
865.815,0.01
865.984,0.01
866.153,0.01
866.323,0.01
866.492,0.01
866.661,0.01
866.83,0.01
867,0.01
867.169,0.01
867.338,0.01
867.507,0.01
867.676,0.01
867.845,0.01
868.014,0.01
868.184,0.01
868.353,0.01
868.522,0.01
868.691,0.01
868.86,0.01
869.029,0.01
869.198,0.01
869.367,0.01
869.536,0.01
869.704,0.01
869.873,0.01
870.042,0.01
870.211,0.01
870.38,0.01
870.549,0.01
870.718,0.01
870.886,0.01
871.055,0.01
871.224,0.01
871.393,0.01
871.561,0.01
871.73,0.01
871.899,0.01
872.067,0.01
872.236,0.01
872.405,0.01
872.573,0.01
872.742,0.01
872.911,0.01
873.079,0.02
873.248,0.02
873.416,0.02
873.585,0.02
873.753,0.02
873.922,0.02
874.09,0.02
874.259,0.02
874.427,0.02
874.595,0.02
874.764,0.02
874.932,0.02
875.101,0.02
875.269,0.02
875.437,0.02
875.605,0.02
875.774,0.02
875.942,0.02
876.11,0.02
876.279,0.02
876.447,0.02
876.615,0.02
876.783,0.02
876.951,0.02
877.119,0.02
877.288,0.02
877.456,0.02
877.624,0.02
877.792,0.02
877.96,0.02
878.128,0.02
878.296,0.02
878.464,0.02
878.632,0.02
878.8,0.02
878.968,0.02
879.136,0.02
879.304,0.02
879.472,0.02
879.639,0.02
879.807,0.02
879.975,0.02
880.143,0.02
880.311,0.02
880.479,0.02
880.646,0.02
880.814,0.02
880.982,0.02
881.15,0.02
881.317,0.02
881.485,0.02
881.653,0.02
881.82,0.02
881.988,0.02
882.156,0.02
882.323,0.02
882.491,0.02
882.658,0.02
882.826,0.02
882.993,0.02
883.161,0.02
883.328,0.02
883.496,0.02
883.663,0.02
883.831,0.02
883.998,0.02
884.165,0.02
884.333,0.02
884.5,0.02
884.668,0.02
884.835,0.02
885.002,0.02
885.17,0.02
885.337,0.02
885.504,0.02
885.671,0.02
885.839,0.02
886.006,0.02
886.173,0.02
886.34,0.02
886.507,0.02
886.674,0.02
886.841,0.02
887.009,0.02
887.176,0.02
887.343,0.02
887.51,0.02
887.677,0.02
887.844,0.02
888.011,0.02
888.178,0.02
888.345,0.02
